row_index,rank,feature,feature_value,shap_value,plain_explanation
28416,1,total_activity,257,3.316912128,Overall system activity was unusually high
28416,2,combined_risk,3.168346398,2.827969785,Multiple risk signals increased at the same time
28416,3,file_activity,64,0.534731473,File-related activity was unusually high
31368,1,combined_risk,3.079134005,4.250157416,Multiple risk signals increased at the same time
31368,2,http_weekly_active_days,5.504626106,1.778316448,Web activity occurred across many days
31368,3,total_activity,107,0.494207476,Overall system activity was unusually high
15118,1,total_activity,231,4.372888022,Overall system activity was unusually high
15118,2,file_activity,130,1.377468124,File-related activity was unusually high
15118,3,combined_risk,1.145203434,-0.330327975,Multiple risk signals increased at the same time
11211,1,total_activity,170,2.517068398,Overall system activity was unusually high
11211,2,combined_risk,2.109555804,1.202398106,Multiple risk signals increased at the same time
11211,3,behavioral_risk_3week_avg,4.666666667,0.753341217,Suspicious behavior stayed elevated over several weeks
5533,1,combined_risk,4.675998507,1.806433196,Multiple risk signals increased at the same time
5533,2,http_weekly_active_days,7.407214,1.742924357,Web activity occurred across many days
5533,3,total_activity,296,1.735427266,Overall system activity was unusually high
37783,1,total_activity,545,2.702870987,Overall system activity was unusually high
37783,2,combined_risk,3.832213513,1.978307218,Multiple risk signals increased at the same time
37783,3,behavioral_risk_3week_avg,7.666666667,1.303525663,Suspicious behavior stayed elevated over several weeks
40112,1,combined_risk,3.624113475,3.27327928,Multiple risk signals increased at the same time
40112,2,total_activity,187,1.955197034,Overall system activity was unusually high
40112,3,file_activity,53,0.48475313,File-related activity was unusually high
20218,1,combined_risk,3.159387831,3.11594057,Multiple risk signals increased at the same time
20218,2,total_activity,263,2.413595302,Overall system activity was unusually high
20218,3,file_activity,123,1.078601371,File-related activity was unusually high
16505,1,total_activity,342,2.245108767,Overall system activity was unusually high
16505,2,combined_risk,3.711272863,1.784444615,Multiple risk signals increased at the same time
16505,3,behavioral_risk_3week_avg,8,1.254619233,Suspicious behavior stayed elevated over several weeks
24688,1,total_activity,159,2.329226664,Overall system activity was unusually high
24688,2,combined_risk,2.100783875,1.351096304,Multiple risk signals increased at the same time
24688,3,device_weekly_avg_device_connections_per_day,4.28778269,0.865789651,Daily external device usage was unusually high
17538,1,total_activity,315,2.526890753,Overall system activity was unusually high
17538,2,combined_risk,3.687383352,1.691820884,Multiple risk signals increased at the same time
17538,3,behavioral_risk_3week_avg,7.666666667,1.282918309,Suspicious behavior stayed elevated over several weeks
17402,1,combined_risk,2.600037327,3.29517208,Multiple risk signals increased at the same time
17402,2,total_activity,150,0.589241043,Overall system activity was unusually high
17402,3,behavioral_risk_3week_avg,4.666666667,0.548804872,Suspicious behavior stayed elevated over several weeks
20292,1,combined_risk,2.600223964,2.801816806,Multiple risk signals increased at the same time
20292,2,total_activity,177,1.643150486,Overall system activity was unusually high
20292,3,device_weekly_avg_device_connections_per_day,4.451948756,0.875936406,Daily external device usage was unusually high
17382,1,total_activity,238,3.897282535,Overall system activity was unusually high
17382,2,behavioral_risk_3week_avg,5,0.48301132,Suspicious behavior stayed elevated over several weeks
17382,3,combined_risk,2.166106756,0.425703519,Multiple risk signals increased at the same time
11213,1,total_activity,213,2.890987474,Overall system activity was unusually high
11213,2,combined_risk,2.633818589,2.542619661,Multiple risk signals increased at the same time
11213,3,file_activity,71,0.711888696,File-related activity was unusually high
34575,1,combined_risk,2.640350877,2.894075913,Multiple risk signals increased at the same time
34575,2,total_activity,189,2.142853658,Overall system activity was unusually high
34575,3,behavioral_risk_3week_avg,4.666666667,0.403252314,Suspicious behavior stayed elevated over several weeks
27397,1,combined_risk,3.609742441,3.556628216,Multiple risk signals increased at the same time
27397,2,http_weekly_active_days,5.504626106,2.088846791,Web activity occurred across many days
27397,3,behavioral_risk_3week_avg,7,1.416127612,Suspicious behavior stayed elevated over several weeks
15465,1,combined_risk,4.588279209,2.11465429,Multiple risk signals increased at the same time
15465,2,behavioral_risk_3week_avg,8,1.493663625,Suspicious behavior stayed elevated over several weeks
15465,3,device_weekly_distinct_pcs_used,15.08222696,1.046428489,External devices were used on multiple computers
18755,1,combined_risk,2.603583427,2.195999687,Multiple risk signals increased at the same time
18755,2,total_activity,159,1.206442452,Overall system activity was unusually high
18755,3,behavioral_risk_3week_avg,4.333333333,0.489058339,Suspicious behavior stayed elevated over several weeks
21066,1,logon_weekly_distinct_pcs,2.666368272,1.652306336,Logins came from multiple computers
21066,2,combined_risk,2.076894364,1.445778353,Multiple risk signals increased at the same time
21066,3,behavioral_risk_3week_avg,4.666666667,0.986416495,Suspicious behavior stayed elevated over several weeks
17568,1,combined_risk,3.17991788,3.041294484,Multiple risk signals increased at the same time
17568,2,total_activity,301,2.526346001,Overall system activity was unusually high
17568,3,file_activity,142,1.094517094,File-related activity was unusually high
29174,1,combined_risk,2.609369168,3.157601326,Multiple risk signals increased at the same time
29174,2,total_activity,167,1.572191348,Overall system activity was unusually high
29174,3,behavioral_risk_3week_avg,5,0.507563875,Suspicious behavior stayed elevated over several weeks
12220,1,total_activity,294,2.339037767,Overall system activity was unusually high
12220,2,combined_risk,4.181224337,1.623221531,Multiple risk signals increased at the same time
12220,3,behavioral_risk_3week_avg,9,1.220273346,Suspicious behavior stayed elevated over several weeks
20389,1,total_activity,246,3.007910961,Overall system activity was unusually high
20389,2,combined_risk,2.652855543,2.580664455,Multiple risk signals increased at the same time
20389,3,file_activity,83,1.215460669,File-related activity was unusually high
40677,1,total_activity,218,2.943696876,Overall system activity was unusually high
40677,2,combined_risk,2.648562897,2.869047913,Multiple risk signals increased at the same time
40677,3,email_weekly_high_recipient_emails,3.658948132,0.286022833,Emails were sent to many recipients at once
4796,1,combined_risk,2.603210153,2.797827736,Multiple risk signals increased at the same time
4796,2,total_activity,184,1.721463393,Overall system activity was unusually high
4796,3,file_activity,105,1.165859404,File-related activity was unusually high
37817,1,combined_risk,3.166106756,3.044113729,Multiple risk signals increased at the same time
37817,2,total_activity,273,2.476652434,Overall system activity was unusually high
37817,3,file_activity,117,1.094882743,File-related activity was unusually high
20201,1,total_activity,494,2.573569788,Overall system activity was unusually high
20201,2,combined_risk,3.80141844,2.083607983,Multiple risk signals increased at the same time
20201,3,behavioral_risk_3week_avg,6.666666667,1.367849123,Suspicious behavior stayed elevated over several weeks
3846,1,combined_risk,4.052818216,2.490614563,Multiple risk signals increased at the same time
3846,2,behavioral_risk_3week_avg,7.333333333,1.445041607,Suspicious behavior stayed elevated over several weeks
3846,3,device_weekly_distinct_pcs_used,15.08222696,1.120556019,External devices were used on multiple computers
14593,1,combined_risk,3.58118701,3.591740543,Multiple risk signals increased at the same time
14593,2,http_weekly_active_days,7.407214,2.346498855,Web activity occurred across many days
14593,3,behavioral_risk_3week_avg,7,1.40819736,Suspicious behavior stayed elevated over several weeks
24680,1,total_activity,194,2.531928351,Overall system activity was unusually high
24680,2,combined_risk,3.123366928,1.94918884,Multiple risk signals increased at the same time
24680,3,behavioral_risk_3week_avg,6.666666667,1.159471929,Suspicious behavior stayed elevated over several weeks
4720,1,total_activity,447,2.564042174,Overall system activity was unusually high
4720,2,combined_risk,4.255692423,1.817657059,Multiple risk signals increased at the same time
4720,3,behavioral_risk_3week_avg,8,1.318603732,Suspicious behavior stayed elevated over several weeks
10932,1,combined_risk,3.747853677,3.079107823,Multiple risk signals increased at the same time
10932,2,total_activity,404,2.54239138,Overall system activity was unusually high
10932,3,file_activity,160,1.062461292,File-related activity was unusually high
20293,1,combined_risk,3.103023516,3.38779209,Multiple risk signals increased at the same time
20293,2,total_activity,182,2.048194589,Overall system activity was unusually high
20293,3,device_weekly_avg_device_connections_per_day,4.342504712,0.874318176,Daily external device usage was unusually high
38695,1,total_activity,264,3.991264743,Overall system activity was unusually high
38695,2,combined_risk,2.196341919,0.798687628,Multiple risk signals increased at the same time
38695,3,behavioral_risk_3week_avg,6.333333333,0.480304244,Suspicious behavior stayed elevated over several weeks
6396,1,combined_risk,3.09051885,3.001861332,Multiple risk signals increased at the same time
6396,2,file_activity,129,1.025949205,File-related activity was unusually high
6396,3,file_weekly_total_file_events,4.766499243,0.735630325,File access activity was unusually high
36081,1,combined_risk,2.616461366,2.702999434,Multiple risk signals increased at the same time
36081,2,total_activity,163,1.416770695,Overall system activity was unusually high
36081,3,behavioral_risk_3week_avg,4.333333333,0.615746527,Suspicious behavior stayed elevated over several weeks
34205,1,combined_risk,3.60339679,1.931178289,Multiple risk signals increased at the same time
34205,2,behavioral_risk_3week_avg,7.666666667,1.440543785,Suspicious behavior stayed elevated over several weeks
34205,3,file_activity,98,0.976679995,File-related activity was unusually high
6387,1,combined_risk,3.116648003,2.739289307,Multiple risk signals increased at the same time
6387,2,total_activity,200,1.861636374,Overall system activity was unusually high
6387,3,file_activity,153,0.991707575,File-related activity was unusually high
17250,1,total_activity,581,2.552931379,Overall system activity was unusually high
17250,2,combined_risk,4.360022396,1.622289031,Multiple risk signals increased at the same time
17250,3,file_activity,235,1.266655913,File-related activity was unusually high
17384,1,combined_risk,3.671892497,3.104707147,Multiple risk signals increased at the same time
17384,2,total_activity,244,3.003266451,Overall system activity was unusually high
17384,3,behavioral_risk_raw,0.687913146,0.338728829,Behavior patterns were more unusual than normal
5057,1,total_activity,493,2.600629113,Overall system activity was unusually high
5057,2,combined_risk,3.291899963,2.040528281,Multiple risk signals increased at the same time
5057,3,behavioral_risk_3week_avg,7.333333333,1.309091125,Suspicious behavior stayed elevated over several weeks
16531,1,combined_risk,3.083426652,2.394855696,Multiple risk signals increased at the same time
16531,2,behavioral_risk_3week_avg,6.666666667,1.429600312,Suspicious behavior stayed elevated over several weeks
16531,3,device_weekly_distinct_pcs_used,6.211240264,1.112137044,External devices were used on multiple computers
40672,1,combined_risk,2.641657335,2.668714685,Multiple risk signals increased at the same time
40672,2,total_activity,206,2.5270337,Overall system activity was unusually high
40672,3,behavioral_risk_3week_avg,5.666666667,0.394263584,Suspicious behavior stayed elevated over several weeks
17756,1,total_activity,239,3.226754311,Overall system activity was unusually high
17756,2,combined_risk,2.677678238,2.286711762,Multiple risk signals increased at the same time
17756,3,behavioral_risk_3week_avg,5,0.316789451,Suspicious behavior stayed elevated over several weeks
28080,1,combined_risk,4.575401269,2.139487762,Multiple risk signals increased at the same time
28080,2,behavioral_risk_3week_avg,9,1.444403323,Suspicious behavior stayed elevated over several weeks
28080,3,device_weekly_distinct_pcs_used,14.27577363,1.062706632,External devices were used on multiple computers
9851,1,combined_risk,3.150242628,2.992071258,Multiple risk signals increased at the same time
9851,2,total_activity,255,2.491460242,Overall system activity was unusually high
9851,3,file_activity,124,1.006218425,File-related activity was unusually high
4103,1,combined_risk,3.565696155,3.751988304,Multiple risk signals increased at the same time
4103,2,http_weekly_active_days,5.504626106,1.838332247,Web activity occurred across many days
4103,3,behavioral_risk_3week_avg,7,1.388555006,Suspicious behavior stayed elevated over several weeks
28113,1,total_activity,326,1.923258666,Overall system activity was unusually high
28113,2,combined_risk,4.690369541,1.708188468,Multiple risk signals increased at the same time
28113,3,behavioral_risk_3week_avg,8,1.060032286,Suspicious behavior stayed elevated over several weeks
39521,1,total_activity,216,3.4087625,Overall system activity was unusually high
39521,2,file_activity,94,1.143772838,File-related activity was unusually high
39521,3,behavioral_risk_3week_avg,5,0.49006517,Suspicious behavior stayed elevated over several weeks
5869,1,combined_risk,2.631578947,2.604812212,Multiple risk signals increased at the same time
5869,2,total_activity,198,2.484973517,Overall system activity was unusually high
5869,3,behavioral_risk_3week_avg,4.666666667,0.301351242,Suspicious behavior stayed elevated over several weeks
22579,1,combined_risk,3.0806271,3.401624738,Multiple risk signals increased at the same time
22579,2,logon_weekly_distinct_pcs,8.876862258,1.237160584,Logins came from multiple computers
22579,3,behavioral_risk_3week_avg,5.666666667,0.419716737,Suspicious behavior stayed elevated over several weeks
1402,1,total_activity,672,2.447196624,Overall system activity was unusually high
1402,2,combined_risk,3.897349757,1.552450531,Multiple risk signals increased at the same time
1402,3,behavioral_risk_3week_avg,8.333333333,1.152956029,Suspicious behavior stayed elevated over several weeks
16169,1,total_activity,212,3.699158554,Overall system activity was unusually high
16169,2,combined_risk,2.142963792,0.876636153,Multiple risk signals increased at the same time
16169,3,logon_weekly_active_days,-1.428846822,0.522274707,Login activity occurred across many days
10930,1,total_activity,296,3.105799902,Overall system activity was unusually high
10930,2,combined_risk,2.681597611,1.714175276,Multiple risk signals increased at the same time
10930,3,file_activity,123,1.358038287,File-related activity was unusually high
5397,1,combined_risk,3.582680105,3.462904819,Multiple risk signals increased at the same time
5397,2,file_weekly_total_file_events,4.193489929,1.012934698,File access activity was unusually high
5397,3,file_activity,53,0.48237437,File-related activity was unusually high
10899,1,total_activity,779,2.678381739,Overall system activity was unusually high
10899,2,combined_risk,4.478536767,2.039666366,Multiple risk signals increased at the same time
10899,3,file_activity,331,1.070592966,File-related activity was unusually high
34622,1,total_activity,496,2.730994263,Overall system activity was unusually high
34622,2,combined_risk,3.79264651,1.951584968,Multiple risk signals increased at the same time
34622,3,file_activity,236,1.094261967,File-related activity was unusually high
10895,1,total_activity,711,2.551948554,Overall system activity was unusually high
10895,2,combined_risk,4.93747667,2.018957324,Multiple risk signals increased at the same time
10895,3,file_activity,288,1.082055358,File-related activity was unusually high
40071,1,combined_risk,3.24710713,3.025399166,Multiple risk signals increased at the same time
40071,2,total_activity,416,2.691854699,Overall system activity was unusually high
40071,3,file_activity,202,1.096106405,File-related activity was unusually high
17984,1,combined_risk,2.611982083,2.77355574,Multiple risk signals increased at the same time
17984,2,total_activity,168,1.600931726,Overall system activity was unusually high
17984,3,behavioral_risk_3week_avg,5,0.480471979,Suspicious behavior stayed elevated over several weeks
3600,1,combined_risk,3.240201568,3.04351606,Multiple risk signals increased at the same time
3600,2,total_activity,427,2.632366065,Overall system activity was unusually high
3600,3,file_activity,237,1.076891593,File-related activity was unusually high
3847,1,combined_risk,3.077454274,2.241745587,Multiple risk signals increased at the same time
3847,2,behavioral_risk_3week_avg,7,1.446539725,Suspicious behavior stayed elevated over several weeks
3847,3,device_weekly_distinct_pcs_used,6.211240264,1.09747196,External devices were used on multiple computers
6557,1,combined_risk,4.586226204,2.058173762,Multiple risk signals increased at the same time
6557,2,behavioral_risk_3week_avg,8.666666667,1.443549892,Suspicious behavior stayed elevated over several weeks
6557,3,device_weekly_distinct_pcs_used,13.46932029,1.070550472,External devices were used on multiple computers
15457,1,combined_risk,4.615714819,2.027469072,Multiple risk signals increased at the same time
15457,2,total_activity,190,1.303864479,Overall system activity was unusually high
15457,3,behavioral_risk_3week_avg,8.666666667,1.265436478,Suspicious behavior stayed elevated over several weeks
22665,1,combined_risk,4.116648003,2.852206648,Multiple risk signals increased at the same time
22665,2,http_weekly_active_days,5.504626106,1.953581424,Web activity occurred across many days
22665,3,behavioral_risk_3week_avg,8,1.399097655,Suspicious behavior stayed elevated over several weeks
25623,1,combined_risk,3.555244494,3.765665509,Multiple risk signals increased at the same time
25623,2,http_weekly_active_days,5.504626106,1.985322332,Web activity occurred across many days
25623,3,behavioral_risk_3week_avg,7,1.389089709,Suspicious behavior stayed elevated over several weeks
16141,1,combined_risk,3.281261665,2.988053978,Multiple risk signals increased at the same time
16141,2,total_activity,414,2.891221549,Overall system activity was unusually high
16141,3,file_activity,90,1.221054921,File-related activity was unusually high
13498,1,combined_risk,3.603770063,3.591516852,Multiple risk signals increased at the same time
13498,2,http_weekly_active_days,5.504626106,2.088846791,Web activity occurred across many days
13498,3,behavioral_risk_3week_avg,7,1.416129777,Suspicious behavior stayed elevated over several weeks
20796,1,total_activity,257,3.071246375,Overall system activity was unusually high
20796,2,combined_risk,4.170959313,1.76094415,Multiple risk signals increased at the same time
20796,3,behavioral_risk_3week_avg,8,1.214854366,Suspicious behavior stayed elevated over several weeks
24619,1,total_activity,663,2.614598363,Overall system activity was unusually high
24619,2,combined_risk,3.89193729,1.999708088,Multiple risk signals increased at the same time
24619,3,behavioral_risk_3week_avg,6.666666667,1.098401705,Suspicious behavior stayed elevated over several weeks
39520,1,combined_risk,3.132512131,2.844755616,Multiple risk signals increased at the same time
39520,2,total_activity,208,2.585312202,Overall system activity was unusually high
39520,3,file_activity,80,0.729896912,File-related activity was unusually high
9855,1,combined_risk,3.154348638,3.003806292,Multiple risk signals increased at the same time
9855,2,total_activity,262,2.501964354,Overall system activity was unusually high
9855,3,file_activity,127,1.094882743,File-related activity was unusually high
33880,1,combined_risk,3.115341545,2.957455161,Multiple risk signals increased at the same time
33880,2,total_activity,160,1.049875802,Overall system activity was unusually high
33880,3,behavioral_risk_3week_avg,5,0.382481227,Suspicious behavior stayed elevated over several weeks
36797,1,combined_risk,3.581373647,3.585032259,Multiple risk signals increased at the same time
36797,2,http_weekly_active_days,7.407214,2.409741994,Web activity occurred across many days
36797,3,behavioral_risk_3week_avg,7,1.423654759,Suspicious behavior stayed elevated over several weeks
27485,1,combined_risk,3.053564763,4.000468171,Multiple risk signals increased at the same time
27485,2,http_weekly_active_days,5.504626106,1.547692784,Web activity occurred across many days
27485,3,behavioral_risk_raw,0.590590063,0.375109086,Behavior patterns were more unusual than normal
15459,1,combined_risk,3.568682344,2.50187038,Multiple risk signals increased at the same time
15459,2,behavioral_risk_3week_avg,8.333333333,1.41077537,Suspicious behavior stayed elevated over several weeks
15459,3,device_weekly_distinct_pcs_used,6.211240264,1.095325343,External devices were used on multiple computers
17546,1,combined_risk,3.715752146,3.140139396,Multiple risk signals increased at the same time
17546,2,total_activity,361,2.699827916,Overall system activity was unusually high
17546,3,file_activity,167,1.008827903,File-related activity was unusually high
9852,1,combined_risk,3.12206047,3.094192863,Multiple risk signals increased at the same time
9852,2,total_activity,208,1.738294352,Overall system activity was unusually high
9852,3,file_activity,104,1.090825577,File-related activity was unusually high
32675,1,combined_risk,3.181597611,3.110481564,Multiple risk signals increased at the same time
32675,2,total_activity,299,2.541885755,Overall system activity was unusually high
32675,3,file_activity,131,1.052043644,File-related activity was unusually high
19478,1,combined_risk,3.064949608,3.98716397,Multiple risk signals increased at the same time
19478,2,http_weekly_active_days,5.504626106,1.72736869,Web activity occurred across many days
19478,3,behavioral_risk_3week_avg,6,0.400959197,Suspicious behavior stayed elevated over several weeks
18676,1,combined_risk,2.571481896,2.29221162,Multiple risk signals increased at the same time
18676,2,device_weekly_avg_device_connections_per_day,4.470189429,0.979003492,Daily external device usage was unusually high
18676,3,device_change,-34,0.834552414,Device usage changed sharply compared with the previous week
26630,1,total_activity,556,2.530531769,Overall system activity was unusually high
26630,2,combined_risk,4.339492348,2.063293001,Multiple risk signals increased at the same time
26630,3,behavioral_risk_3week_avg,8,1.292265859,Suspicious behavior stayed elevated over several weeks
20382,1,total_activity,250,3.346647147,Overall system activity was unusually high
20382,2,combined_risk,2.655655095,2.586315406,Multiple risk signals increased at the same time
20382,3,file_activity,78,0.721755378,File-related activity was unusually high
35724,1,combined_risk,3.590332214,3.591892244,Multiple risk signals increased at the same time
35724,2,http_weekly_active_days,5.504626106,2.060965048,Web activity occurred across many days
35724,3,behavioral_risk_3week_avg,7,1.416166645,Suspicious behavior stayed elevated over several weeks
1401,1,total_activity,701,2.088685209,Overall system activity was unusually high
1401,2,combined_risk,4.911907428,1.589068824,Multiple risk signals increased at the same time
1401,3,behavioral_risk_3week_avg,9,1.042014383,Suspicious behavior stayed elevated over several weeks
33480,1,combined_risk,3.548525569,3.746741095,Multiple risk signals increased at the same time
33480,2,http_weekly_active_days,5.504626106,1.836274134,Web activity occurred across many days
33480,3,behavioral_risk_3week_avg,7,1.367751383,Suspicious behavior stayed elevated over several weeks
34262,1,combined_risk,3.16648003,3.391124579,Multiple risk signals increased at the same time
34262,2,total_activity,270,3.125879936,Overall system activity was unusually high
34262,3,device_weekly_avg_device_connections_per_day,4.014172581,0.586062326,Daily external device usage was unusually high
5062,1,total_activity,476,2.739498177,Overall system activity was unusually high
5062,2,combined_risk,3.282381486,2.162807052,Multiple risk signals increased at the same time
5062,3,file_activity,217,1.188477445,File-related activity was unusually high
25337,1,combined_risk,3.109742441,4.377528611,Multiple risk signals increased at the same time
25337,2,http_weekly_active_days,5.504626106,2.003479053,Web activity occurred across many days
25337,3,total_activity,148,0.586012329,Overall system activity was unusually high
2061,1,combined_risk,3.061216872,3.948367974,Multiple risk signals increased at the same time
2061,2,http_weekly_active_days,5.504626106,1.359149388,Web activity occurred across many days
2061,3,behavioral_risk_3week_avg,6,0.399446193,Suspicious behavior stayed elevated over several weeks
7235,1,combined_risk,3.032848078,3.948367974,Multiple risk signals increased at the same time
7235,2,http_weekly_active_days,5.504626106,1.364612117,Web activity occurred across many days
7235,3,behavioral_risk_3week_avg,6,0.399980896,Suspicious behavior stayed elevated over several weeks
1406,1,total_activity,708,1.990263582,Overall system activity was unusually high
1406,2,combined_risk,4.917879806,1.566202753,Multiple risk signals increased at the same time
1406,3,behavioral_risk_3week_avg,9,1.04202186,Suspicious behavior stayed elevated over several weeks
9869,1,total_activity,238,2.953006973,Overall system activity was unusually high
9869,2,combined_risk,2.640350877,2.542364402,Multiple risk signals increased at the same time
9869,3,file_activity,116,1.178498665,File-related activity was unusually high
15462,1,combined_risk,4.570735349,2.103658432,Multiple risk signals increased at the same time
15462,2,behavioral_risk_3week_avg,8.666666667,1.390296777,Suspicious behavior stayed elevated over several weeks
15462,3,device_weekly_distinct_pcs_used,13.46932029,1.078969446,External devices were used on multiple computers
33786,1,combined_risk,3.564949608,3.753342558,Multiple risk signals increased at the same time
33786,2,http_weekly_active_days,5.504626106,1.843794976,Web activity occurred across many days
33786,3,behavioral_risk_3week_avg,7,1.389089709,Suspicious behavior stayed elevated over several weeks
9370,1,total_activity,310,3.279480269,Overall system activity was unusually high
9370,2,combined_risk,3.19335573,2.295210965,Multiple risk signals increased at the same time
9370,3,behavioral_risk_3week_avg,7.333333333,0.980096319,Suspicious behavior stayed elevated over several weeks
10223,1,total_activity,286,2.577619021,Overall system activity was unusually high
10223,2,combined_risk,3.664800299,2.122545035,Multiple risk signals increased at the same time
10223,3,http_weekly_active_days,5.504626106,1.398253233,Web activity occurred across many days
5547,1,total_activity,247,2.26979709,Overall system activity was unusually high
5547,2,combined_risk,4.646696529,1.554401434,Multiple risk signals increased at the same time
5547,3,behavioral_risk_3week_avg,8.666666667,1.078617663,Suspicious behavior stayed elevated over several weeks
20229,1,total_activity,268,3.099282043,Overall system activity was unusually high
20229,2,combined_risk,2.66237402,2.574093664,Multiple risk signals increased at the same time
20229,3,file_activity,119,1.188415807,File-related activity was unusually high
23266,1,total_activity,173,2.666680038,Overall system activity was unusually high
23266,2,combined_risk,2.109182531,1.181123811,Multiple risk signals increased at the same time
23266,3,device_weekly_avg_device_connections_per_day,4.424587745,0.745866973,Daily external device usage was unusually high
24773,1,combined_risk,3.5806271,3.586806135,Multiple risk signals increased at the same time
24773,2,http_weekly_active_days,5.504626106,1.952087939,Web activity occurred across many days
24773,3,behavioral_risk_3week_avg,7,1.424199544,Suspicious behavior stayed elevated over several weeks
24626,1,total_activity,538,2.666282844,Overall system activity was unusually high
24626,2,combined_risk,4.318402389,1.554620101,Multiple risk signals increased at the same time
24626,3,file_activity,258,1.272733912,File-related activity was unusually high
10894,1,total_activity,714,2.608266353,Overall system activity was unusually high
10894,2,combined_risk,4.938969765,1.94964751,Multiple risk signals increased at the same time
10894,3,file_activity,288,1.088218467,File-related activity was unusually high
32660,1,total_activity,571,2.835904452,Overall system activity was unusually high
32660,2,combined_risk,3.348450915,2.054701497,Multiple risk signals increased at the same time
32660,3,behavioral_risk_3week_avg,7.333333333,1.405797721,Suspicious behavior stayed elevated over several weeks
29660,1,combined_risk,3.572228443,3.662622308,Multiple risk signals increased at the same time
29660,2,http_weekly_active_days,5.504626106,1.926259952,Web activity occurred across many days
29660,3,behavioral_risk_3week_avg,7,1.404999827,Suspicious behavior stayed elevated over several weeks
3728,1,total_activity,257,2.592939036,Overall system activity was unusually high
3728,2,combined_risk,3.64837626,2.037345834,Multiple risk signals increased at the same time
3728,3,http_weekly_active_days,5.504626106,1.501126957,Web activity occurred across many days
25698,1,total_activity,275,5.127568818,Overall system activity was unusually high
25698,2,logon_weekly_active_days,-2.122578512,0.747690603,Login activity occurred across many days
25698,3,behavioral_risk_3week_avg,4.666666667,0.729422136,Suspicious behavior stayed elevated over several weeks
27944,1,combined_risk,3.0806271,3.401840128,Multiple risk signals increased at the same time
27944,2,logon_weekly_distinct_pcs,8.462829326,1.232099453,Logins came from multiple computers
27944,3,behavioral_risk_3week_avg,5.333333333,0.418753745,Suspicious behavior stayed elevated over several weeks
16110,1,combined_risk,3.117954461,3.101090678,Multiple risk signals increased at the same time
16110,2,total_activity,200,1.736134578,Overall system activity was unusually high
16110,3,file_activity,98,1.063902202,File-related activity was unusually high
30796,1,combined_risk,3.601530422,3.591516852,Multiple risk signals increased at the same time
30796,2,http_weekly_active_days,5.504626106,2.094309521,Web activity occurred across many days
30796,3,behavioral_risk_3week_avg,7,1.416701348,Suspicious behavior stayed elevated over several weeks
15364,1,combined_risk,3.608995894,3.556628216,Multiple risk signals increased at the same time
15364,2,http_weekly_active_days,5.504626106,2.094309521,Web activity occurred across many days
15364,3,behavioral_risk_3week_avg,7,1.416662315,Suspicious behavior stayed elevated over several weeks
25702,1,combined_risk,3.160507652,3.316871306,Multiple risk signals increased at the same time
25702,2,total_activity,234,3.004610865,Overall system activity was unusually high
25702,3,email_weekly_emails_with_attachments,4.632784243,0.281490183,Many emails included attachments
8244,1,combined_risk,3.121873834,3.080448427,Multiple risk signals increased at the same time
8244,2,total_activity,214,1.961259299,Overall system activity was unusually high
8244,3,file_activity,109,1.260434048,File-related activity was unusually high
28413,1,total_activity,263,3.632464639,Overall system activity was unusually high
28413,2,combined_risk,2.674505412,2.983828994,Multiple risk signals increased at the same time
28413,3,file_change,-27,0.278208737,File activity changed sharply compared with the previous week
5065,1,total_activity,436,2.710138502,Overall system activity was unusually high
5065,2,combined_risk,3.758305338,1.978310117,Multiple risk signals increased at the same time
5065,3,behavioral_risk_3week_avg,6.666666667,1.292713145,Suspicious behavior stayed elevated over several weeks
10625,1,total_activity,235,3.868907461,Overall system activity was unusually high
10625,2,behavioral_risk_3week_avg,6.666666667,1.483269822,Suspicious behavior stayed elevated over several weeks
10625,3,combined_risk,2.156774916,-0.239525437,Multiple risk signals increased at the same time
5555,1,total_activity,234,2.490881209,Overall system activity was unusually high
5555,2,combined_risk,4.141097424,1.976533777,Multiple risk signals increased at the same time
5555,3,behavioral_risk_3week_avg,8.333333333,1.016912195,Suspicious behavior stayed elevated over several weeks
39416,1,total_activity,280,3.016901791,Overall system activity was unusually high
39416,2,combined_risk,2.669092945,2.762055596,Multiple risk signals increased at the same time
39416,3,file_activity,126,1.172134435,File-related activity was unusually high
15119,1,combined_risk,3.08118701,3.370299074,Multiple risk signals increased at the same time
15119,2,file_change,-103,2.046331488,File activity changed sharply compared with the previous week
15119,3,risk_change,-34.3,0.747991236,Network-related risk increased compared with the previous week
23264,1,combined_risk,2.614221725,3.116070575,Multiple risk signals increased at the same time
23264,2,total_activity,182,1.822657425,Overall system activity was unusually high
23264,3,device_weekly_avg_device_connections_per_day,4.37898606,0.711297362,Daily external device usage was unusually high
28019,1,combined_risk,3.138111236,3.041294484,Multiple risk signals increased at the same time
28019,2,total_activity,233,2.232512428,Overall system activity was unusually high
28019,3,file_activity,112,1.094517094,File-related activity was unusually high
5055,1,total_activity,488,2.563659687,Overall system activity was unusually high
5055,2,combined_risk,4.289287047,2.296668297,Multiple risk signals increased at the same time
5055,3,behavioral_risk_3week_avg,8,1.337649278,Suspicious behavior stayed elevated over several weeks
17438,1,total_activity,333,3.179258348,Overall system activity was unusually high
17438,2,combined_risk,3.202500933,3.162231623,Multiple risk signals increased at the same time
17438,3,device_weekly_avg_device_connections_per_day,4.561392799,0.783866261,Daily external device usage was unusually high
