user,email_risk,file_risk,device_risk,sna_risk,explanation,mitre_tactic,mitre_technique,mitre_id
HLH0512,0.00045,0.0,0.0,0.000309,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DIC0988,0.00045,0.0,0.0,0.000309,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OLB0749,0.00045,0.0,0.0,0.000309,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CTR0341,0.00044,0.0,0.0,0.000302,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LNS0989,0.00044,0.0,0.0,0.000302,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AOS0987,0.00043,0.0,0.0,0.000295,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CJM0521,0.00042,0.0,0.0,0.000288,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SEJ0677,0.00042,0.0,0.0,0.000288,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IIL0513,0.00042,0.0,0.0,0.000288,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IAT0263,0.00042,0.0,0.0,0.000288,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CRO0027,0.00041,0.0,0.0,0.000281,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FKB0163,0.00041,0.0,0.0,0.000281,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SSJ0784,0.00041,0.0,0.0,0.000281,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RKF0164,0.00039,0.0,0.0,0.000268,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EIM0156,0.00039,0.0,0.0,0.000268,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OYM0026,0.00037,0.0,0.0,0.000254,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JSH0330,0.00036,0.0,0.0,0.000247,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LHB0606,0.00036,0.0,0.0,0.000247,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ORG0339,0.00035,0.0,0.0,0.00024,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AGB0643,0.00035,0.0,0.0,0.00024,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EJW0884,0.00035,0.0,0.0,0.00024,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JFC0757,0.00035,0.0,0.0,0.00024,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EGD0409,0.00035,0.0,0.0,0.00024,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NAB0903,0.00034,0.0,0.0,0.000233,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CLD0894,0.00034,0.0,0.0,0.000233,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MIB0904,0.00034,0.0,0.0,0.000233,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AAW0353,0.00034,0.0,0.0,0.000233,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HWM0342,0.00034,0.0,0.0,0.000233,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DOL0332,0.00034,0.0,0.0,0.000233,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KMS0657,0.00034,0.0,0.0,0.000233,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SJC0333,0.00034,0.0,0.0,0.000233,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JCR0770,0.00034,0.0,0.0,0.000233,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WAB0143,0.00034,0.0,0.0,0.000233,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
VLB0647,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PIS0522,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SLP0762,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WNB0908,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RIH0777,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LNR0656,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MFV0897,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BAM0636,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SXM0895,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OSH0655,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JMW0638,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NHH0185,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SCB0534,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EFS0882,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DKB0631,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MAE0331,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MOP0763,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ALC0788,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KNW0644,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
POB0343,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SHR0334,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ZSB0649,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AGB0186,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ELT0769,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SED0886,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CNB0900,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JML0909,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RNF0765,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
XRS0633,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SBD0913,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KDT0346,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
QSV0778,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AKK0329,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ESA0642,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CCH0182,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ABH0663,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CGF0337,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HWH0646,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JZD0888,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GQF0659,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WPE0538,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RCP0785,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HTF0641,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CSJ0340,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
XHG0902,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SSS0345,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DID0650,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ARD0509,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NMG0766,0.00033,0.0,0.0,0.000226,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BCM0653,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ARB0881,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ALD0529,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AWM0764,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CXC0336,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GTD0898,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
UBF0645,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OQH0183,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LJJ0905,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HCC0344,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HWY0038,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
YJF0532,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MJS0890,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MJM0510,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DEB0782,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TLH0648,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EMB0531,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AKH0758,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SKG0759,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CCW0524,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TUC0632,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TYB0779,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JSA0775,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GCS0518,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ASS0517,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IBP0883,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CMW0783,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WGS0516,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NMF0780,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RHC0335,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IMP0530,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EZT0640,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KJM0887,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KJG0910,0.00032,0.0,0.0,0.00022,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CJV0286,0.00031,0.0,0.0,0.000213,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NRO0768,0.00031,0.0,0.0,0.000213,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TSG0906,0.00031,0.0,0.0,0.000213,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BMM0112,0.00031,0.0,0.0,0.000213,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KLM0639,0.00031,0.0,0.0,0.000213,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FRL0511,0.00031,0.0,0.0,0.000213,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EGK0893,0.00031,0.0,0.0,0.000213,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LQP0508,0.00031,0.0,0.0,0.000213,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TSB0437,0.0003,0.0,0.0,0.000206,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DPS0262,0.00028,0.0,0.0,0.000192,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LUR0896,0.00028,0.0,0.0,0.000192,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MHH0180,0.00027,0.0,0.0,0.000185,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
QCH0110,0.00027,0.0,0.0,0.000185,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
UCH0519,0.00027,0.0,0.0,0.000185,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RDM0150,0.00026,0.0,0.0,0.000178,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
YWW0660,0.00026,0.0,0.0,0.000178,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LHN0151,0.00025,0.0,0.0,0.000171,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PGH0184,0.00025,0.0,0.0,0.000171,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IEB0153,0.00025,0.0,0.0,0.000171,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CRD0624,0.00023,0.0,0.0,0.000158,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ALB0892,0.00023,0.0,0.0,0.000158,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MVH0373,0.00022,0.0,0.0,0.000151,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SLT0907,0.00019,0.0,0.0,0.00013,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SMH0291,0.00018,0.0,0.0,0.000123,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AHG0634,0.00018,0.0,0.0,0.000123,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JKJ0698,0.00017,0.0,0.0,0.000117,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JKF0465,0.00016,0.0,0.0,0.00011,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JAJ0849,0.00016,0.0,0.0,0.00011,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RAM0447,0.00016,0.0,0.0,0.00011,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PTH0830,0.00016,0.0,0.0,0.00011,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DGM0754,0.00016,0.0,0.0,0.00011,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CFW0264,0.00016,0.0,0.0,0.00011,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TPH0474,0.00015,0.0,0.0,0.000103,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MJB0588,0.00015,0.0,0.0,0.000103,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AJC0840,0.00015,0.0,0.0,0.000103,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ASV0946,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BSS0463,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HPR0585,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
APG0307,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CLH0703,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ABM0845,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KQC0708,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FRR0832,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WGR0833,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NMB0972,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ZSL0305,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HSD0457,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GNZ0953,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RLB0719,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NLO0131,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CLS0296,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TIW0299,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JRF0835,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TJG0582,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AAV0450,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BCR0581,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CFG0959,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CTR0697,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BDB0453,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ILR0304,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TBT0461,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MKG0711,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CJG0470,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OMM0944,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CMS0454,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
YJV0699,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FWM0707,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IHK0841,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LRW0970,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GCC0945,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CSL0949,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FPC0954,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CAN0842,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NUL0471,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GCG0951,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ASD0577,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AAN0823,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ELB0847,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TJB0302,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ZCF0590,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NSC0597,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CJP0952,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MNC0717,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ZFM0468,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HSP0290,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MNR0829,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CKP0721,0.00014,0.0,0.0,9.6e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DSM0591,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JJB0700,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
THD0448,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DDM0579,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AMH0464,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WJD0576,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TAC0300,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BAK0964,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CCM0467,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AAL0706,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SOB0586,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OHC0973,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LHB0967,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RYB0718,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LJB0826,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IJR0825,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FXF0957,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JKM0303,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KSP0966,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WDV0573,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FHS0837,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GDF0704,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TDG0962,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ERH0449,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SGB0140,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MCT0720,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JJH0292,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AJP0723,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NRF0137,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HMW0713,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MIM0712,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MBR0724,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ECR0822,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AJL0462,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KPP0452,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BHW0458,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CJH0702,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MVF0594,0.00013,0.0,0.0,8.9e-05,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
